,user,tweet,location,description,friends_count,followers_count,statuses_count,created_at,retweet_count,hashtags,disorder,Unnamed: 0
215,scars_musings,"Anyway, if tomorrow my worries and anxiety wins, just know I gave it my all.","Nairobi, Kenya",Believer|Husband|Father|Car Enthusiast,343,509,348,2013-07-06 13:58:11,0,[],anxiety,
216,bosiboriviews,"Cast all your anxiety on him because he cares for you.
1 Peter 5:7",Nairobi;Kenya ,Blogger | Digital Marketer  | Real Estate Consultant | Adventurer,2285,4284,9895,2012-08-18 13:39:09,3,[],anxiety,
217,Royakalah1,@zablonorina1 The reading preferably taken by opposite gender also contributes to reduced anxiety hence accuracy 🙄,Nairobi,"|Infor Risk Mgmt & Cybersafety , Governance,, Env Sust | Provoking Thoughts| Global Military Affairs |RT # Endorsement ,God Above All",337,875,5654,2011-11-27 20:05:39,0,[],anxiety,
218,TrevorNyagah,When I haven't gone in a while and I get that weird anxiety and I start making excuses &lt;&lt;&lt;&lt;&lt;&lt;,"Nairobi, Kenya",I couldn’t choose between a relatable quote or a witty description. I went with neither.,278,678,20319,2013-09-24 16:53:44,0,[],anxiety,
219,boggydeh,"Cast all your anxiety on him because he cares for you.
#GodAboveEverything.","Vihiga, Kenya","Agriculturalist
Advertiser
Event MC
Polyglot
+254...🇰🇪",1119,1300,3044,2017-02-22 18:13:01,1,"[{'text': 'GodAboveEverything', 'indices': [55, 74]}]",anxiety,
220,GideonKeter,"Parents, please be keen to note the following symptoms in your children and act accordingly;

1. Excessive paranoia… https://t.co/725uB4AZq5","Nairobi, Kenya","A Member of Parliament in Kenya, A Political Scientist. President of Youth Senate and Chairman of Jubilee Party Youth League.",701,11905,5356,2011-12-05 06:53:30,2,[],anxiety,
221,T_Gathoni,@tabienony Anxiety is stopping me 😭😭😭but I miss her so much and I love her a lot.,NAIROBI,God got me always | MUFC | Flowers,91,3420,44942,2012-10-19 16:45:31,0,[],anxiety,
222,SenayGebrehiwe,All the fears and anxiety of Tigrayans living under the #ETH state have sadly come to fruition as the Govt announce… https://t.co/uL7v40tApe,"Nairobi, Kenya",* Stop Genocide tgray tribe #,966,161,1942,2021-03-26 23:49:30,0,"[{'text': 'ETH', 'indices': [56, 60]}]",anxiety,
223,stacy_makau,"My anxiety is back, bigger and more draining 🙂","Nairobi, Kenya",don’t take me seriously 🤪 please,359,2302,6250,2016-07-24 18:42:24,0,[],anxiety,
224,ntvkenya,"Jackson Kavoi on the symptoms, anxiety and social isolation, that led him to seek help before his bipolar diagnosis… https://t.co/gjd59tjL5A",Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3022496,540441,2009-03-23 11:30:40,8,[],anxiety,
225,kenrappergenge,@amerix Also leads to social anxiety and not connecting to your higher self .semen retention is key,"Nairobi, Kenya","|| TESLA ||
Litsen to my freestyles.",279,322,1960,2020-06-13 16:52:27,0,[],anxiety,
226,MbuaQz,I have to wait for someone in town for three hours and I've nothing else to do. This gives me anxiety,Nairobi,"Graphic Designer | Printer | DM for free advert - nobody views my tweets anyway.
I follow back immediately",2684,3448,11542,2012-06-14 06:04:13,0,[],anxiety,
227,AkumuFiona,“The largest part of what we call ‘personality’ is determined by how we’ve opted to defend ourselves against anxiet… https://t.co/Q8UAOS3tWy,"Nairobi, Kenya","🤸🏾‍♀️ ::creartivist::
✏ ::pencil artist::
♟️ ::content marketer::
🎙️ ::1 half of @yesgirlspodcast::
📊 ::soon-to-be author::
💡 ::builder of @getakquainted::",12941,15359,37779,2009-05-12 22:16:23,2,[],anxiety,
228,myrie_am,Olympics can give someone anxiety lol. What was that relay? 😂😂😂,"Nairobi, Kenya",,706,1742,18394,2011-12-10 21:06:24,0,[],anxiety,
229,mairadileiman,I hate big houses. There is always something moving in the house even if you are alone. Maybe it's a phobia but I h… https://t.co/iG3cov1Ebz,"Nairobi, Kenya","Coffee lover ☕||Amateur Writer||Aspiring photographer||
Let success make all the noise for you


Instagram @maira_254",668,1603,6478,2016-05-09 12:03:45,0,[],anxiety,
230,Miz_Soraya,"@mskanyegenya My family always thought I just have a sensitive stomach, but even now my anxiety goes straight to my gut.",Nairobi,She / Her • Disclaimer • Quote • Starsign • Flag • ADHD,2999,4541,62793,2010-05-14 10:05:20,0,[],anxiety,
231,concilia_flora,"@ClintonMurila It’s something I have experienced for long. Insecurity, no insecurity. I think the fact that I go th… https://t.co/rd0kXfsN6E","Nairobi, Kenya",Everything Human.,505,469,2446,2014-06-03 11:36:49,0,[],anxiety,
232,concilia_flora,The extreme anxiety I experience while walking around the CBD is not normal. It’s just not. Wueh.,"Nairobi, Kenya",Everything Human.,505,469,2446,2014-06-03 11:36:49,1,[],anxiety,
233,LeinadLeiynam,@lavenderikamar Okay but is your Anxiety badder than Rihanna?,"Nairobi, Kenya",♠️legally dead insideረ,163,16,105,2017-01-09 14:21:34,0,[],anxiety,
234,historykenya101,Imagine the extreme anxiety of those who had loved ones visiting or working in the city that day; at a time when th… https://t.co/jTAtCrkrIt,"Nairobi, Kenya","the only cure for a sick mind is history ||

Kenya's number one online history book ||

the home of unfiltered Kenyan history.||",10,34446,7906,2020-07-30 11:27:46,14,[],anxiety,
235,GhettoRadio895,"Depression and anxiety disorders are the leading mental illnesses diagnosed in Kenya, followed by substance use dis… https://t.co/R8slpaIJuM","Nairobi, Kenya.",Ghetto Radio's official twitter page. Ghetto Radio 89.5 is the Voice of the Youth & #KenyasNumber1GhettoRadio Listen live https://t.co/nxOgPPqbZ1,2187,214432,624259,2009-04-29 08:17:31,6,[],anxiety,
236,TalkofJuba,Almighty. We ask You to grant complete cure to those facing health challenges. Comfort and heal those who are hurti… https://t.co/9Krm68Cw0k,"Nairobi, Kenya","Progressive, youth-oriented news organization based in Juba, South Sudan. | Also on FB at: https://t.co/fYBoGo6Df4",935,16704,11792,2013-06-03 11:45:30,2,[],anxiety,
237,prings_ke,"When worries and anxiety get the best of you, don't you lose your focus, remember how difficult roads lead to beaut… https://t.co/s7TXnPFF37","Thika, Kenya","Love one, love all.",382,1926,2527,2017-03-20 18:27:17,0,[],anxiety,
238,Amoi_Nelson,"Modern Day Earth is full of challenges,
It be unemployment, disease, poverty, divorce, sadness, anxiety whatever is… https://t.co/85TcuMynH7",Kenya,"Project Management Professional | Insurance & Risk Consultant | Husband | Yet Still, Christ The LORD",17819,18096,14985,2018-02-20 19:55:12,0,[],anxiety,
239,Rwantess,Cast all your anxiety on him because he cares for you. What troubles you matters to God. He wants to shoulder the b… https://t.co/Ln7uBokEhL,"Eldoret, Kenya🇰🇪🇰🇪",Gratitude for Grace is Obedience .,5000,4523,2524,2018-07-28 13:09:45,1,[],anxiety,
240,itsLORDROY,Insomnia. Anxiety,"Nairobi, Kenya",Discovering Life|•|Here for Business,17218,21236,87562,2013-07-01 15:05:36,1,[],anxiety,
241,itsOdhiambo_,Anxiety. https://t.co/eEmPilDY8s,"Nakuru, Kenya","• Crypto
• JavaScript Lover
• #Bitcoin
• Tech Enthusiast
https://t.co/KmVTF70iVG",222,3951,24152,2019-05-01 10:11:07,0,[],anxiety,
242,CerterisWomen,"Menopil Plus contains Black Cohosh,Red Clover Extract, effective in relieving menopausal symptoms: Hot flashes, Anx… https://t.co/fSRqYKaxcU","Nairobi, Kenya",info@crevilwomenshealth.co.ke,297,33,401,2019-03-18 17:05:01,0,[],anxiety,
243,RakeriSays,We laugh about the resident moral cop but can you imagine working under him? How do you even have the courage to sh… https://t.co/98Yhyk5sb8,"Nairobi, Kenya",A human. Being| Brandville native| Travel| Curating small moments that bring me joy #RakeriAboutTown,572,4834,61890,2011-03-30 06:57:43,0,[],anxiety,
244,usiniperceive,"@Cryptonait no, but I feel like it's like anxiety: it will certainly feel like it can 😂😂","Nairobi, Kenya","faggotry is/as freedom. yaani, ushoga ni uhuru
a published performing poet
(they/them)

""from new (things)"" is out now, supporting a big big transition! link 👇",598,1031,8848,2017-01-29 15:58:31,0,[],anxiety,
245,SangKiprotuka,The anxiety I had before @faithkipyegon started the event. You would think I was in labour,"Nairobi, Kenya","man God, father, clinician. God bless my family",4320,1201,1982,2016-06-09 19:03:03,0,[],anxiety,
246,UprightFrame,"@amerix ""Waking up at a consistent hour is a necessity. Anxiety and depression cannot be easily treated if the suff… https://t.co/5PHwFgLd8H",Rusinga Island,Diet| Fitness | Ego,771,53,504,2014-10-06 14:23:14,1,[],anxiety,
247,MwakaziPedro,"Alright that's enough twitter...
At least anxiety imepungua kiasi","Nakuru, Kenya","Si huamka kupaper-chase, life ngumu kimashujaa | Wakadinali stan...",190,125,950,2019-01-20 10:49:56,0,[],anxiety,
248,merlzzK,@ay00____ I swear I feel this too girl....it was giving me anxiety at the beginning,"Nairobi, Kenya","Sat-Ra ☀️ she/her/godess 💋

dust free zone 🚫 ♐️ 🏳️‍🌈",1728,1060,20318,2012-07-04 16:14:19,0,[],anxiety,
249,kombich_ryan,@gabrieloguda Chief its going down in a few...the level of anxiety is high...Its only Faith now. Think we can blink now hahaha.,Nairobi Kenya,When hanging on by a thread …..make sure it's the Hem of His Garment.,200,99,334,2019-11-08 13:15:37,0,[],anxiety,
0,Rugaamba,#VisitRwanda detractors go to extreme lengths to justify how a developing country shouldn’t pursue top-tier campaig… https://t.co/9jVoX0HMqP,"Kigali, Rwanda","Jesus • Sunsets • Long reads. I identify as Schitt's Creek. 

Business Manager, @Moshions – https://t.co/Cft0NCTmRz.",294,7158,38070,2013-12-02 13:51:11,9,"[{'text': 'VisitRwanda', 'indices': [0, 12]}]",paranoia,0.0
1,_Wachagah,"I lost a friend to abuse, paranoia hit until he committed suicide..but watu wakiambia ukweli wanazusha https://t.co/t58ZIlvz6E","Nairobi, Kenya",*||SBNR||*,1935,1947,2249,2014-03-22 20:37:52,2,[],paranoia,1.0
2,comradefyat,Weed paranoia is real. Anybody who has ever gone through it wouldn't wish it on someone else😂,"Nairobi, Kenya","Funnier than most😂✌️...posting random thoughts 💯🔥.... Find me in the only campus inside the CBD.GGMU..Let's roll😂✌️..📞0768946986
//DM for business📩",2670,78109,97588,2019-01-21 07:24:51,22,[],paranoia,2.0
3,mozdic65,"Nuclear Power Generation-
#NextGen -Modularity,Safety,Superb Energy Conversion.The way forward.
Would have been ach… https://t.co/RUxqdgwYFL","Nairobi, Kenya","Avid reader,Polymath.Patriotic Kenyan,Liberal Nandi.Public/Mental Health Promotion.Founder:UNACOS-CBO, The #CattleMan's Race-Kenya ,Saffron Khan Rsrch Hub.",4723,2868,16800,2014-01-15 19:22:11,2,"[{'text': 'NextGen', 'indices': [26, 34]}]",paranoia,3.0
4,realRIZE_254,"Regardless of the cash payoff, I can't ever glorify the trap life like it's not filled with unnecessary risks, fake… https://t.co/Dqrn0QSYAO","Nairobi, Kenya","P. Kariûki Thande
 Recording Artist; Songwriter; Njamba ya Nairobi; Vegan
Reaching.Impassable.Zenith.Elevations 🚀

My music is Gourmet not Fast Food",263,445,4878,2016-01-26 14:44:15,0,[],paranoia,4.0
5,Mwendi254,@NimuKiarie Imagine having anxiety issues then weed ikupee ma paranoia 😒,"Nairobi, Kenya","Economist / Sociologist /  Political Analyst.
Chelsea Fan.",1535,538,5185,2017-09-10 20:30:56,0,[],paranoia,5.0
6,nukesbaby1,@AyenyAngulo @kizzabesigye1 We need a grand reset of our country. Thats a fact that sends chills down yo bowels so… https://t.co/foEIo7P5jA,Ug,"when atoms are split.
#HEALTHCARE_Activist @Fundamental😍Agrobiz
Tech,",341,111,5378,2017-10-03 11:09:31,0,[],paranoia,6.0
7,Kianangih,"@ke_karenn Weed causes paranoia which is anxiety, no?","Nyahururu, Kenya",||Deep Rural Folk™||,1264,24996,197414,2011-08-31 14:39:13,0,[],paranoia,7.0
8,EbruTVKenya,"In ‘COVID-Zero’ China, paranoia thrives as tourism withers https://t.co/Kr38FX3S0K https://t.co/RXj6hp0bMU",NAIROBI,"KENYAN TV STATION Find us on GOtv Channel (96),Zuku Channel (17), Startimes Channel (109), Bamba TV & GOtv (Signet)",63,33398,135581,2011-05-10 14:03:50,0,[],paranoia,8.0
9,LubegaBetty,The paranoia and the conflicts that are always in the NRM party make some of their officials threaten their fellow… https://t.co/qDN7bzqIgV,"Kampala, Uganda",Political and Human rights activist| Uganda❤,1032,1278,1805,2019-10-07 06:51:49,1,[],paranoia,9.0
10,GatieMoh,"@Masinde001 At times I find that am the only one with a mask on in a room. I still social distance, some take it as… https://t.co/HnKGpNEKdm",Nairobi,"Kidney warrior | Health Enthusiast |
Transplant survivor | Events Organizer | Love me, myself n I.",491,589,3297,2019-08-11 05:36:50,1,[],paranoia,10.0
11,Magicfetus3,"Why this obsessive fear, even paranoia about spying that always emanates from Kampala? Why do we never hear any all… https://t.co/XPrS03yrYv",Kigali-Rwanda,It is never wrong to do the right thing,250,683,12631,2019-07-03 08:48:39,6,[],paranoia,11.0
12,KarimeMungai,"@bitchrespecter Paranoia ndio utamu...

Truer words have never been said","Nakuru, Kenya",I take the L and R labels on earphones too serious for life,186,143,973,2011-01-28 10:24:16,0,[],paranoia,12.0
13,JRuhinankiko,@cobra0237300 @Malabulabu3 @Marc_E_jr @davidbalinda14 @AshilyUg @JonahRuhima @96Assurance @finest_nt… https://t.co/mxuhWQEEEv,Rwanda,"....""Nd'inkuba nkiyo hejuru n'ugiye kunsiga ntiyasiga icumu ryanjye.""----It's a dynastic poem.

🇷🇼🇷🇼🇷🇼 in my vein🇷🇼🇷🇼🇷🇼",546,1434,21128,2019-03-20 07:02:26,1,[],paranoia,13.0
14,abu_mburu,@SPKaniu I wonder if they know the kind of Paranoia they're instilling in us,"Nairobi, Kenya","here to learn, have fun🥂
||passionate about good governance & responsible leadership||",700,428,8880,2014-08-27 09:08:31,0,[],paranoia,14.0
15,c_omondi4,@Kasungwa_ The paranoia that comes with it made me to put it on my no no list. Never doing that shit again. 😂😂,"Nairobi, Kenya ",,8921,12057,5895,2015-04-20 15:09:38,1,[],paranoia,15.0
16,Kasungwa_,"The day i ate 3 weed cookies nikijiona bad gal riri , i almost died 😂😂 i remember being high for 4 days and paranoi… https://t.co/vHBKCkpg14","Nairobi, Kenya","Calm is power🧘🏻Peace of Mind is orgasmic💦.Live 💁 Love🥰Laugh.😂

Heart❤ & Hustle 🤞🏼",7210,117669,74697,2019-07-25 09:21:51,170,[],paranoia,16.0
0,iankiplangat4,@ChiromoHospGrp @HawahKone @leujonson @benson_nduta @stevenstowel @mbuguaJohn19 @EbenezerKyengo @rivarori… https://t.co/3mZ65uoRgE,Nairobi,,173,64,206,2016-04-01 17:14:17,3,[],schizophrenia,0.0
1,MsJ73363625,schizophrenia is a mental disorder where a patient hears voices in the head and he/she is likely to act upon them.… https://t.co/RkRR9ANaoe,"Nairobi, Kenya",Counseling Psychologist and a pasionate writer,12,9,52,2019-07-24 13:04:42,0,[],schizophrenia,1.0
2,_BelleSamira,"If you're genetically predisposed to schizophrenia, weed may induce psychosis. https://t.co/Sy5pA7Q6kM","Nairobi, Kenya","Committed Hedonist. Girl and the World. 

Skincare Enthusiast. 

S K I N L I K E P O R C E L A I N https://t.co/1VgO84dl8z",304,2297,57625,2017-01-06 07:34:40,0,[],schizophrenia,2.0
3,KjdeGoat,"@Osama_otero Schizophrenia has a genetic component, smoking bhang + dopamine surge increases the chances of getting… https://t.co/Bfb1VDnAQL","Nairobi, Kenya",Medical student. Surgeon dreams😉. Design enthusiast💕. Politically retardant💦. Spiritually disowned💔. YWNA diehard💯. Liverpool is home🏠. 📱,358,122,1259,2020-04-03 08:12:24,6,[],schizophrenia,3.0
4,KjdeGoat,"@AntohLibra Schizophrenia has a genetic component, smoking bhang + dopamine surge increases the chances of getting… https://t.co/yT7zyqb5mL","Nairobi, Kenya",Medical student. Surgeon dreams😉. Design enthusiast💕. Politically retardant💦. Spiritually disowned💔. YWNA diehard💯. Liverpool is home🏠. 📱,358,122,1259,2020-04-03 08:12:24,0,[],schizophrenia,4.0
5,lordfelix04,"@Kimuzi_ Schizophrenia is characterized by distortions in thinking, perception, emotions, language, sense of self a… https://t.co/R4kI1LDOc7","Nairobi, Kenya",In the game of power there is never time to rest 👑,157,1690,3220,2019-01-21 15:04:28,3,[],schizophrenia,5.0
6,EssieNeemoh,@llllRNx Stay away from weed if you have a family member with schizophrenia.,Nakuru,Love is one big illusion...💔,1642,1136,6529,2014-01-16 17:16:15,0,[],schizophrenia,6.0
7,MikeyMuriithi,@ahmednasirlaw GM we might suffer from catatonic schizophrenia😂,Nyeri,Sociology and History student @Egerton University.,112,105,1373,2019-11-30 13:09:16,0,[],schizophrenia,7.0
8,Fishaman18,@EzekielMutua That voice is your schizophrenia 😂😂😂,"Nairobi, Kenya","Sigma male 🥴
#RejectBBI
#JusticeForKianjokomaBrothers
🕊 Emmanuel Mutura Ndwiga 🕊 
🕊 Benson Njiru Ndwiga 🕊",588,169,4523,2021-03-07 17:14:53,0,[],schizophrenia,8.0
9,ItsPOS,"The family was heavily impacted by the blogger's disappearance. David Bosire, his father, is now suffering from sch… https://t.co/36jYUhjEjp","Nakuru, Kenya",// Digital Marketing// Content King//,26274,30516,78384,2016-04-23 13:10:15,0,[],schizophrenia,9.0
10,getabu_Berminus,@Sam_Lulli @fidel_Ke Huyu ni embarambamba walai tena #pleaseMentaLhealtheISimportant its even in PHC please if you… https://t.co/FTaJYh0CYp,"Thika, Kenya","Son, brother, uncle, friend , Bachelors clinician",5008,4562,12652,2019-09-05 20:16:13,0,"[{'text': 'pleaseMentaLhealtheISimportant', 'indices': [53, 84]}]",schizophrenia,10.0
11,RealAmiani_Ke,"""My mom was diagnosed with bipolar schizophrenia but because we didn’t talk about mental health growing up, I didn’… https://t.co/hmT6tYHXbF","Nairobi, Kenya",#𝗖𝗢𝗬𝗚,2030,29641,19775,2017-03-07 18:32:51,1,[],schizophrenia,11.0
12,AndrewKasaine,@Fact I would call it schizophrenia.,"Nairobi, Kenya","Philosopher, physicist,  science lover",600,98,1109,2018-10-18 15:46:39,0,[],schizophrenia,12.0
0,itswaweruwamiti,@citizentvkenya Am foreseeing next year some people will go suicidal.,"Meru, Kenya","I.T tech by profession.
 Politics and Economy and above all God.
hustling in my blood.",297,104,1375,2017-12-09 12:05:09,0,[],suicidal,
1,kapsabet_west,Not suicidal or anything but sometimes i look at this world and i dont feel like participating 😭,"Nairobi, Kenya","|🇭 🇺 🇲 🇧 🇱 🇪  🇦 🇫 🇷 🇮 🇨 🇦 🇳 |
🇹 🇭 🇪 🇸 🇴 🇳  🇴 🇫  🇹 🇭 🇪  🇲 🇴 🇸 🇹  🇭 🇮 🇬 🇭 ☆ .",2227,2641,9098,2020-01-06 16:06:47,1,[],suicidal,
2,progirlsnation,"* Changes in physical and emotional reactions; being easily frightened,
* Negative changes in thinking and mood.
* Suicidal Thoughts.","Nairobi, Kenya","Impact • Empower • Educate | Help us raise awareness on menstrual health, sex education, career development, financial literacy and empowering the youth.",12,38,290,2020-10-06 21:33:00,0,[],suicidal,
3,Madoka_Ke,"Being loyal to a country called Kenya is suicidal. Those who believed in ""Natujenge Taifa letu"" were shot dead by t… https://t.co/FMattWAdft","Kapsabet, Kenya",Digital Media | Public Relations | Communication Maven | I'm not smart. I just wear glasses,6819,44216,160768,2016-08-13 06:05:11,0,[],suicidal,
4,KenyanprimeNews,"I will commit Twitter suicidal if I don’t get to 1000 followers save my life 🥲🥲🥲🥲

#takataka #MasculinitySaturday… https://t.co/WenPzvK07I",Nairobi,News and real life stories telling sessions watch here for now ____ https://t.co/BCEY8UQbUx #mrrighke video,595,108,1055,2018-08-24 11:10:13,0,"[{'text': 'takataka', 'indices': [83, 92]}, {'text': 'MasculinitySaturday', 'indices': [93, 113]}]",suicidal,
5,ThisIsBett,"On behalf of the 90s and 2002s, I appreciate your courage &amp; the time you've fought actively for this country. Howev… https://t.co/sxSW5AlYEC","Rongai, Kenya","Media and Public Relations Practitioner, Technology & Business News Editor |New Media Enthusiast|Head of Business Development & Lead Consultant @iLeadDigitalKE|",7333,12055,26962,2013-01-04 14:24:24,0,[],suicidal,
6,Ematonpkasin,"@kipmurkomen @RailaOdinga Anatusi hustlers!!, this is suicidal speech in Baba politics",Nairobi,,2325,250,200,2013-05-27 08:53:35,0,[],suicidal,
7,LabanMbunya,How can Uhuru support a person who didn't support him and dump his Deputy William Ruto? It's suicidal to dump and h… https://t.co/5oL4mPokKF,"Kisii ,Kenya","A Father,A teacher at Nyakoe Highway Primary School.
 INSTAGRAM https://t.co/YGp9aLGnsi",451,465,2077,2016-02-16 16:23:49,0,[],suicidal,
8,newagenetwak,Never seen an animal so suicidal on a daily motive than the human.,"Meru, Kenya",Kenyan #Afrika #KTBFFH Radical.,321,121,230,2021-06-15 18:01:52,0,[],suicidal,
9,DanielMaithyaKE,@yc_kenya @chamadui @NAYAKenya @AYARHEP_KENYA @rhnkorg @KELINKenya @KenyaSRHR @safe2choose @TICAH_KE @Zamara_fdn… https://t.co/6oiwyaWJq6,"Nairobi, Kenya","📶 2019 Top 100 Most Influential Young Kenyans
📶 FOYA East Africa Social Founder of the year 2020
📶 Digital Media Strategist
0705 921 599
#IYD2021",134922,188023,213683,2010-09-21 12:28:16,1,[],suicidal,
10,incomer_ke,Going to penalties is suicidal,Nairobi,Up Past the Nursery  | In God I Trust,2496,2560,4802,2010-07-04 07:28:22,0,[],suicidal,
11,jonnes_i,@AdityaD_Shah @the_w_0_l_f Its suicidal.,"Thika, Kenya",Model.,26,321,931,2020-11-12 19:14:50,0,[],suicidal,
12,allak_weda,@ke_skimpyy @OnsiSteve Also not picking a Gikuyu is suicidal. GEMA voter block isn't guaranteed without one of thei… https://t.co/zxFklqfnvB,Nairobi,"Tech enthusiast & Lone ranger.
0771495365, allakweda@gmail.com",472,583,25451,2014-08-01 12:47:18,0,[],suicidal,
13,faustinehsamuel,@_fels1 Suicidal in my book,"Nairobi, Kenya",Power is always dangerous. It attracts the worst. And corrupts the best.,2483,562,4998,2015-03-14 01:46:36,0,[],suicidal,
14,akoth_bella,Boda guys wanakupea life guides while making suicidal maneuvers 😂,"Kisumu, Kenya",A girl toto from Suba Homa bay,183,56,156,2021-01-02 05:41:30,0,[],suicidal,
15,TextBookCentre,"A young gifted scientist. A mother’s suicidal depression. A brother’s tragic death by overdose. 

Don’t miss out on… https://t.co/9qdfAG2f7y","Nairobi, Kenya","Since 1964. 
East and Central Africa’s largest educational, cultural and technological content and products distributor.
Follow us on Facebook: https://t.co/v3VH1w3k2Z",901,7931,14923,2012-06-23 08:32:00,2,[],suicidal,
16,cooper_pabi__,Boda guys be giving you life advice while making suicidal maneuvers.😂😂💔,"Nairobi, Kenya",positive vibes only💙💙,699,10805,14056,2020-10-18 09:41:27,108,[],suicidal,
17,godfred_owuoth,@NationAfrica Suicidal,"Nairobi, Kenya",A public Procurement training Expert/Consultant.,83,20,373,2017-10-18 12:33:45,0,[],suicidal,
18,alpharachier,Having these suicidal thoughts,"Nairobi, KENYA","LLB.
@impalasaracens Rugby!
EXECUTIVE DJ",799,777,16518,2010-10-25 01:31:01,0,[],suicidal,
19,pizzahmwitu,I know it’s hard to sleep when you can’t find peace. The depression is deep. The anxiety is strong. The emptiness i… https://t.co/EhvhgLLYr1,"Nairobi, Kenya ",Journalist || Digital Communication Strategist || Mental Health Champion|| Content Creator || Email: wabwire@look-up.tv,32941,53896,30105,2016-05-11 20:28:01,29,[],suicidal,
20,wanjirulizzie,I got a suicidal friend and I really feel helpless 😔,Nairobi,"Arsenal fanatic,CR7🐐,quiet. it is what it is",115,890,4906,2020-09-25 18:41:21,0,[],suicidal,
21,HarrysonHihu,"@stephenWkariuki Same... But I cut mine in smaller pieces after peeling, to make the eating easier...Eating ngwaci… https://t.co/HqEqon04ew","Nairobi, Kenya","Child of God|| Bigger titles are coming...

Let's talk Agriculture and commercialization... And laughter warms my heart",359,266,496,2015-05-21 14:45:12,0,[],suicidal,
22,viru5detected,Suicide and suicidal ideation are complex subjects and that reductive convo that y'all keep having about men being… https://t.co/yTNWuoTauS,"Nairobi, Kenya",That fattie on a bicycle | Petticoated Swashbuckler | Gender Terrorist,1271,5512,157811,2009-05-18 17:29:20,3,[],suicidal,
23,viru5detected,"Also, even when suicidal, women are still empathetic of whomever has to clean up after them. So they are less likel… https://t.co/qyym6yN9IC","Nairobi, Kenya",That fattie on a bicycle | Petticoated Swashbuckler | Gender Terrorist,1271,5512,157811,2009-05-18 17:29:20,1,[],suicidal,
24,davidmwania58,@Ma3Route @ntsa_kenya @OkothMarende Suicidal is not purchase of red rat. Should I tell you everything?,"Machakos, Kenya",Fabulous ends in “us” coincidence? I think not.,55,2,23,2019-06-02 12:03:34,0,[],suicidal,
25,bonfacebrown1,@Dj_Nonsense254 Suicidal,"Nairobi, Kenya","Educative..,Inspiring...!",360,39,246,2017-10-14 21:06:57,0,[],suicidal,
26,lazy_hardworker,The rwandese are slowly taking over the kinyozi business with their crafty hairstyles and suicidal massages,nairobi kenya,King,2101,2510,6353,2010-03-26 05:48:16,0,[],suicidal,
27,pizzahmwitu,Suicidal thoughts.😏God please intervene.🙏,"Nairobi, Kenya ",Journalist || Digital Communication Strategist || Mental Health Champion|| Content Creator || Email: wabwire@look-up.tv,32941,53896,30105,2016-05-11 20:28:01,36,[],suicidal,
28,Idabelle11,Talking is healing. Do not let depression kill you. Find someone to talk to. Let's stop suicidal thoughts.,"Nairobi, Kenya","I am a designer, photographer, I make logo's 
I love encouraging people around me and lending out my shoulder. Above all Jesus is Lord 
I love what I do. 💓💓",219,19,33,2020-08-21 14:00:07,0,[],suicidal,
29,wanza_,Is everyone just.... Suicidal?,"Nairobi, Kenya",never look a gift ho in the mouth,612,5178,189494,2009-10-03 16:12:25,0,[],suicidal,
30,mainman_maina,@__ianoh @Diojoel254 Infact ni recipe za kifo ata kukaa indoors is a recipe for denial an depression obesity and ma… https://t.co/6WH8AaJ92Q,"ruiru,Kenya","building material source and supply; sand, ballast machine cut, foundation and decorative stones paving blocks (cabro) excavation, backfilling and landscaping",676,89,647,2013-12-15 15:17:42,0,[],suicidal,
31,ItsErycoe,Hysterically 😂😂I can only visualize and thank God hukua na suicidal thoughts. https://t.co/MWWVTAOp3I,"Nairobi, Kenya","Marketer by profession//If you find my post unholy,just block and follow your pastor //The sky is always blue// @ChelseaFc /5th stand/#MajenezaRepublic",284,403,19834,2020-04-02 22:50:37,0,[],suicidal,
32,Febby_ke,Boda guys be giving you life advice while making suicidal maneuvers.,"Eldoret, Kenya",Software engineer|| A believer|| Hates politics|| Naughty boy|| Here for fun..makasiriko peleka kwako😎,3847,2464,5135,2020-08-31 08:33:13,0,[],suicidal,
33,anganagilbert,Coaching is one area that is still not well understood by many. Looking at the current state of mental illness in t… https://t.co/AmO02Zx1f9,Nairobi,Sold out to God| Leadership Coach & Speaker|Author| Founder & CEO Accent Leadership Group ( Leadership Coaching & Consultancy),371,158,650,2012-04-23 13:58:43,0,[],suicidal,
34,TheSauceKe,"Kit Harington was suicidal after @GameOfThrones #TheSauceKe #Entertainment cc. @letsbonga 
https://t.co/ptn1d39q2k","Nairobi, Kenya","Formerly @capitalcampus, ain't nuttin' changed but the name. #TheSauceKe",719,9158,25097,2012-04-10 14:35:05,2,"[{'text': 'TheSauceKe', 'indices': [48, 59]}, {'text': 'Entertainment', 'indices': [60, 74]}]",suicidal,
35,Lessley254lj,@HavertzTesla @MbuiStoryteller @PunditPeter Raila has brought to light many thieves in this country. What has Ruot… https://t.co/iuRopQZHJl,"Nairobi, Kenya",Ambitions debts must be paid🤑,164,126,269,2021-07-31 06:16:44,0,[],suicidal,
36,kokunya,"Who is to blame on this? Is it KeNHA, Kakamega housing and physical planning department, county government of Kakam… https://t.co/RveALrCLlo",siaya,pharmaceutical industry,242,44,56,2012-08-14 07:00:41,0,[],suicidal,
